Sub_ID;Island_Group;Sub_Area;Tech_Pot_med;LCOE_med;BPP
96;Sumatera;14.605;0.066746922;16.45;8.56
103;Sumatera;44.822;0.186249206;18.28;8.56
104;Sumatera;19.298;0.106748776;14.15;8.56
105;Sumatera;18.782;0.120407497;12.65;8.56
106;Sumatera;89.185;0.408091782;16.95;8.56
107;Sumatera;144.862;0.549758534;20.22;8.56
109;Sumatera;2.042;0.016490062;9.68;8.56
110;Sumatera;18.336;0.066809529;20.45;8.56
111;Sumatera;3.793;0.022527778;12.61;8.56
118;Sumatera;114.098;0.593051383;15.2;8.56
123;Sumatera;23.627;0.119519549;15.38;8.56
132;Sumatera;1.614;0.006990592;14.5;8.56
135;Sumatera;5.798;0.028872364;14.97;8.56
137;Sumatera;5.769;0.021691894;19.16;8.56
139;Sumatera;28.657;0.101693947;21.13;8.56
141;Sumatera;7.522;0.029161416;19.22;8.56
151;Sumatera;4.91;0.031222433;12.31;8.56
156;Sumatera;2.182;0.00882644;16.9;8.56
157;Sumatera;7.761;0.043566846;13.8;8.56
158;Sumatera;41.037;0.228060595;14.3;8.56
159;Sumatera;116.003;0.792205309;12.15;8.56
160;Sumatera;52.403;0.378082631;11.54;8.56
167;Sumatera;8.13;0.054199683;11.86;8.56
168;Sumatera;2.792;0.016313263;12.56;8.56
170;Sumatera;1.657;0.007222243;14.42;8.56
171;Sumatera;19.871;0.109905766;14.22;8.56
180;Sumatera;1.059;0.004205154;14.62;8.56
181;Sumatera;3.817;0.020957131;13.49;8.56
183;Sumatera;53.671;0.279205289;15.16;8.56
189;Sumatera;2.845;0.013989927;14.27;8.56
191;Sumatera;8.994;0.045342422;15.06;8.56
192;Sumatera;27.461;0.15803112;13.88;8.56
193;Sumatera;16.23;0.089890458;14.19;8.56
196;Sumatera;16.515;0.104582836;12.6;8.56
214;Sumatera;33.258;0.187552256;14.1;8.56
216;Sumatera;3.047;0.01414361;15.53;8.56
217;Sumatera;39.591;0.221257788;14.21;8.56
221;Sumatera;1.082;0.003572434;18.01;8.56
222;Sumatera;17.825;0.08730628;15.75;8.56
223;Sumatera;14.729;0.08699449;13.26;8.56
226;Sumatera;65.189;0.419231472;12.67;8.56
229;Sumatera;102.837;0.723089108;11.84;8.56
230;Sumatera;4.685;0.018907991;18.03;8.56
246;Sumatera;4.263;0.020128777;15.3;9.26
248;Sumatera;40.486;0.204507514;15.46;9.26
272;Sumatera;11.4;0.065260629;13.67;8.56
286;Sumatera;2.395;0.010758101;15.28;9.26
287;Sumatera;5.444;0.028547872;14.38;9.26
290;Sumatera;9.237;0.046469369;14.95;9.26
296;Sumatera;12.477;0.086246132;11.76;9.26
315;Sumatera;2.003;0.009166214;15.1;9.26
316;Sumatera;2.686;0.012994954;14.38;9.26
317;Sumatera;42.121;0.235875756;14.19;9.26
318;Sumatera;49.235;0.303284834;13.12;9.26
319;Sumatera;40.087;0.257165239;12.69;9.26
356;Sumatera;1.305;0.005795998;14.77;9.26
357;Sumatera;62.24;0.397646852;12.76;9.26
364;Sumatera;1.351;0.004834582;17.83;9.26
365;Sumatera;0.741;0.002410895;14.92;9.26
377;Sumatera;62.541;0.389516966;13.01;9.26
381;Sumatera;29.552;0.16036277;14.45;9.26
382;Sumatera;4.474;0.022470505;14.74;9.26
383;Sumatera;9.436;0.04185304;17.26;9.26
397;Sumatera;7.556;0.031886948;17.56;9.26
398;Sumatera;63.374;0.339619513;14.78;9.26
400;Sumatera;3.19;0.016135335;14.05;9.26
401;Sumatera;0.641;0;15.04;9.26
406;Sumatera;3.995;0.02253708;13.15;8.56
408;Sumatera;4.096;0.021695392;14.02;8.56
410;Sumatera;4.97;0.020888903;17.29;8.56
444;Sumatera;22.286;0.153475631;11.96;9.26
445;Sumatera;7.265;0.035268776;15.07;9.26
459;Sumatera;8.362;0.035384252;17.53;9.26
462;Sumatera;0.767;0.002333785;16.56;9.26
474;Sumatera;16.765;0.068485088;18.25;9.26
477;Sumatera;14.39;0.09089032;12.69;9.26
479;Sumatera;0.93;0.002559769;19.47;9.26
489;Sumatera;1.41;0.004356761;19.85;9.26
498;Sumatera;24.013;0.11783876;15.71;9.26
501;Sumatera;1.577;0.006489348;14.95;9.26
503;Sumatera;10.903;0.057372642;14.57;9.26
504;Sumatera;9.782;0.049896752;14.99;9.26
505;Sumatera;0.872;0.004376151;11.58;9.26
506;Sumatera;40.58;0.258531323;12.76;9.26
507;Sumatera;0.436;0;16.26;8.56
508;Sumatera;1.843;0.007343805;15.55;8.56
525;Sumatera;3.228;0.01443081;15.6;8.56
526;Sumatera;6.112;0.036820455;12.77;8.56
527;Sumatera;6.82;0.034961444;15.08;8.56
556;Sumatera;3.169;0.017023426;13.34;9.26
557;Sumatera;41.163;0.265572927;12.61;9.26
560;Sumatera;2.037;0.008706443;16.36;9.26
561;Sumatera;0.408;0;14.46;9.26
574;Sumatera;2.071;0.008929601;16.15;9.26
576;Sumatera;52.028;0.406299506;10.89;9.26
577;Sumatera;2.194;0.012239806;12.86;9.26
582;Sumatera;2.277;0.010786971;14.92;9.26
584;Sumatera;0.767;0.002666348;14.82;9.26
589;Sumatera;2.974;0.014804571;14.47;9.26
590;Sumatera;59.102;0.290243036;15.89;9.26
591;Sumatera;26.785;0.126127966;16.23;9.26
593;Sumatera;4.161;0.023542489;13.01;9.26
594;Sumatera;11.658;0.056938024;15.62;9.26
595;Sumatera;1.158;0.005607918;13.35;9.26
602;Sumatera;0.616;0;15.71;9.26
604;Sumatera;3.296;0.016203015;14.44;9.26
620;Sumatera;5.489;0.020557735;19.45;9.26
621;Sumatera;1.023;0.003434915;17.83;9.26
630;Sumatera;10.056;0.054430529;14.02;9.26
631;Sumatera;3.01;0.016958435;13.17;9.26
649;Sumatera;1.057;0.003306696;18.41;9.26
650;Sumatera;19.192;0.105288912;14.26;9.26
652;Sumatera;119.235;0.656548069;14.46;9.26
653;Sumatera;3.087;0.013142895;16.68;9.26
654;Sumatera;0.596;0;11.56;9.26
656;Sumatera;1.126;0.005742101;12.83;9.26
659;Sumatera;4.953;0.020506711;17.57;9.26
660;Sumatera;1.45;0.006587108;13.94;9.26
693;Sumatera;0.468;0;18.27;8.56
698;Sumatera;2.977;0.019089251;11.8;8.56
699;Sumatera;6.016;0.03549137;12.98;8.56
760;Sumatera;33.659;0.184062022;14.52;9.26
761;Sumatera;28.59;0.138126842;16.05;9.26
776;Sumatera;12.034;0.060980748;15.47;9.26
777;Sumatera;75.418;0.380627709;15.69;9.26
778;Sumatera;9.965;0.061619525;12.58;9.26
782;Sumatera;0.46;0;14.68;9.26
792;Sumatera;5.289;0.026322862;14.67;9.26
793;Sumatera;89.828;0.640682129;11.69;9.26
796;Sumatera;76.481;0.447303449;13.78;9.26
800;Sumatera;21.817;0.154730981;11.62;9.26
802;Sumatera;2.314;0.010968316;15;9.26
805;Sumatera;0.537;0;14.38;9.26
807;Sumatera;64.578;0.493907386;11.04;9.26
808;Sumatera;40.752;0.308489213;11.15;9.26
812;Sumatera;1.839;0.008929755;13.18;9.26
815;Sumatera;120.003;0.928923317;10.98;9.26
816;Sumatera;81.955;0.79195873;9.18;9.26
817;Sumatera;1.13;0.011315223;7.67;9.26
821;Sumatera;21.12;0.128078762;13.16;9.26
825;Sumatera;2.358;0.018642698;9.63;9.26
886;Sumatera;71.493;0.309368472;18.03;9.26
888;Sumatera;42.507;0.278016639;12.46;9.26
889;Sumatera;4.214;0.027914479;11.34;9.26
890;Sumatera;14.408;0.176594112;7.54;9.26
891;Sumatera;2.086;0.022234966;7.8;9.26
894;Sumatera;1.054;0.009264023;7.7;9.26
896;Sumatera;13.597;0.153820734;8;9.26
897;Sumatera;1.566;0.014418726;7.83;9.26
898;Sumatera;0.803;0.007904896;6.48;9.26
900;Sumatera;0.435;0;5.81;9.26
983;Sumatera;0.568;0;13.21;8.56
984;Sumatera;52.011;0.272256042;15.16;8.56
985;Sumatera;129.675;0.639382205;15.97;8.56
986;Sumatera;14.665;0.11675071;10.46;8.56
988;Sumatera;0.461;0;14.56;8.56
990;Sumatera;8.862;0.046536822;14.62;8.56
991;Sumatera;1.482;0.010574613;9.55;8.56
992;Sumatera;0.749;0.004998807;9;8.56
993;Sumatera;0.712;0.00360755;9.44;8.56
1012;Sumatera;1.445;0.006279039;14.54;8.56
1023;Sumatera;1.592;0.006717292;15.05;8.56
1024;Sumatera;12.331;0.082076612;12.21;8.56
1025;Sumatera;0.388;0;17.48;8.56
1031;Sumatera;10.595;0.050126334;16;8.56
1034;Sumatera;8.888;0.056823921;12.37;8.56
1035;Sumatera;7.765;0.035737626;16.35;8.56
1037;Sumatera;7.984;0.034255263;17.37;8.56
1038;Sumatera;88.571;0.491762233;14.37;8.56
1042;Sumatera;0.538;0;14.87;8.56
1043;Sumatera;102.314;0.526453528;15.41;8.56
1044;Sumatera;4.379;0.027967312;11.97;8.56
1181;Sumatera;0.769;0.00210149;18.15;9.43
1183;Sumatera;1.386;0.006397555;14.13;9.43
1185;Sumatera;2.616;0.011409293;15.75;9.43
1192;Sumatera;2.823;0.013870701;14.37;9.43
1214;Sumatera;1.255;0.006030157;12.73;9.43
1215;Sumatera;0.849;0.00289402;15.27;9.43
1275;Sumatera;6.004;0.036441015;12.69;6.83
1277;Sumatera;2.154;0.013568679;11.55;6.83
1278;Sumatera;16.783;0.097377453;13.55;6.83
1279;Sumatera;28.697;0.176390001;13.21;9.43
1280;Sumatera;60.175;0.357945983;13.61;9.43
1281;Sumatera;8.288;0.036513495;16.72;9.43
1282;Sumatera;2.375;0.011670537;14.23;9.43
1283;Sumatera;0.392;0;15.76;9.43
1284;Sumatera;2.128;0.012511607;12.36;6.83
1287;Sumatera;0.462;0;14.36;6.83
1295;Sumatera;11.772;0.050121946;17.48;6.83
1296;Sumatera;38.621;0.2618248;12.11;6.83
1298;Sumatera;11.372;0.042295012;20;8.56
1311;Sumatera;20.971;0.103131145;15.84;6.83
1312;Sumatera;2.215;0.009906784;15.59;9.43
1322;Sumatera;6.99;0.024613911;20.63;6.83
1329;Sumatera;100.77;0.653580927;12.62;6.83
1330;Sumatera;119.265;0.740493703;13.09;6.83
1331;Sumatera;20.744;0.11087877;14.76;6.83
1332;Sumatera;0.385;0;21.72;9.43
1336;Sumatera;3.581;0.018062812;14.64;9.43
1337;Sumatera;30.39;0.164249697;14.64;6.83
1339;Sumatera;17.7;0.107679835;13.2;9.43
1340;Sumatera;11.801;0.050503299;17.37;9.43
1342;Sumatera;15.474;0.086685535;13.82;9.43
1343;Sumatera;4.275;0.018323956;16.64;9.43
1349;Sumatera;2.77;0.013425239;14.23;6.83
1354;Sumatera;1.154;0.003790261;18.55;6.83
1355;Sumatera;1.351;0.005089576;17.09;6.83
1356;Sumatera;6.529;0.034857325;14.32;8.56
1357;Sumatera;1.707;0.006015449;17;8.56
1371;Sumatera;4.015;0.018726095;15.59;6.83
1373;Sumatera;2.01;0.007025274;19.02;6.83
1374;Sumatera;3.859;0.021135076;13.39;6.83
1375;Sumatera;45.365;0.183438319;19;6.83
1376;Sumatera;7.694;0.039511579;14.92;6.83
1378;Sumatera;1.169;0.005173617;14.27;6.83
1379;Sumatera;28.111;0.158418064;14.04;6.83
1380;Sumatera;52.135;0.288014619;14.38;6.83
1381;Sumatera;34.01;0.209489404;13.11;6.83
1382;Sumatera;5.158;0.025893896;14.62;9.43
1386;Sumatera;3.016;0.013223485;16.32;8.56
1388;Sumatera;47.343;0.221068287;16.68;8.56
1389;Sumatera;33.497;0.164751827;15.86;8.56
1390;Sumatera;12.115;0.066848986;14.28;8.56
1391;Sumatera;0.692;0.002119818;14.38;8.56
1418;Sumatera;2.826;0.014597643;13.79;6.83
1419;Sumatera;3.383;0.014780579;16.83;6.83
1420;Sumatera;7.702;0.029350744;19.51;8.56
1424;Sumatera;1.693;0.006950627;15.03;8.56
1430;Sumatera;16.773;0.089009352;14.57;8.56
1431;Sumatera;80.823;0.606655864;11.21;8.56
1432;Sumatera;77.163;0.457018778;13.66;8.56
1433;Sumatera;26.155;0.174952147;12.26;8.56
1434;Sumatera;112.157;0.576276614;15.52;8.56
1435;Sumatera;0.773;0.002724475;14.57;8.56
1436;Sumatera;66.154;0.413204499;13.01;8.56
1437;Sumatera;25.373;0.216352704;10.07;8.56
1444;Sumatera;0.693;0.001474945;19.4;8.56
1447;Sumatera;5.617;0.028630184;14.81;8.56
1449;Sumatera;28.077;0.190390748;12.05;8.56
1491;Sumatera;90.058;0.394682612;17.63;8.56
1492;Sumatera;2.133;0.008265529;17.39;8.56
1496;Sumatera;2.198;0.011758756;13.28;6.83
1497;Sumatera;29.379;0.149393615;15.41;6.83
1498;Sumatera;10.478;0.054094227;15.03;8.56
1500;Sumatera;15.199;0.06224566;18.52;8.56
1504;Sumatera;1.582;0.005989026;16.17;8.56
1505;Sumatera;28.292;0.18101886;12.72;8.56
1506;Sumatera;16.259;0.084666969;14.97;8.56
1507;Sumatera;4.069;0.016952569;17.07;8.56
1509;Sumatera;192.273;0.909938645;16.48;8.56
1510;Sumatera;78.171;0.345585241;17.48;8.56
1513;Sumatera;4.54;0.025828292;13.5;8.56
1514;Sumatera;7.153;0.039341547;13.72;8.56
1516;Sumatera;87.226;0.467897593;14.88;8.56
1517;Sumatera;180.137;1.146145066;12.82;8.56
1518;Sumatera;53.661;0.419298265;10.86;8.56
1554;Sumatera;8.837;0.049469633;13.85;8.56
1555;Sumatera;24.872;0.137523646;14.26;8.56
1556;Sumatera;48.588;0.207602003;17.9;8.56
1557;Sumatera;3.17;0.012528935;17.38;8.56
1558;Sumatera;9.015;0.048230861;14.4;8.56
1564;Sumatera;77.244;0.512746351;12.4;8.56
1566;Sumatera;2.293;0.007758931;20.1;8.56
1567;Sumatera;2.384;0.012043622;13.93;8.56
1568;Sumatera;22.655;0.093930017;18.09;8.56
1569;Sumatera;2.229;0.0076009;19.73;8.56
1576;Sumatera;0.615;0;13.92;8.56
1577;Sumatera;3.306;0.016500053;14.01;8.56
1578;Sumatera;1.482;0.007341521;12.98;8.56
1579;Sumatera;1.23;0.003854745;18.66;8.56
1599;Sumatera;71.676;0.453581307;12.87;8.56
1600;Sumatera;75.935;0.393215611;15.34;8.56
1602;Sumatera;5.16;0.026326467;14.28;8.56
1603;Sumatera;21.153;0.112480367;14.68;8.56
1604;Sumatera;52.125;0.288232673;14.4;8.56
1605;Sumatera;0.693;0.002000387;15.16;8.56
1607;Sumatera;0.647;0;14.08;8.56
1608;Sumatera;150.215;0.931980438;13.09;8.56
1609;Sumatera;64.803;0.335900956;15.27;8.56
1611;Sumatera;13.384;0.087368023;12.28;8.56
1612;Sumatera;9.277;0.050427562;14.12;8.56
1613;Sumatera;12.169;0.063639976;14.88;8.56
1616;Sumatera;12.745;0.068116189;14.37;8.56
1617;Sumatera;1.402;0.006354124;14.16;8.56
1618;Sumatera;13.796;0.070573796;14.96;8.56
1635;Sumatera;1.858;0.009262527;13.36;8.56
1648;Sumatera;8.238;0.037002791;16.63;8.56
1649;Sumatera;1.756;0.005002484;21.17;8.56
1661;Sumatera;13.149;0.065484478;15.45;8.56
1663;Sumatera;130.504;1.067457372;10.52;8.56
1664;Sumatera;58.865;0.32898444;14.27;8.56
1665;Sumatera;88.27;0.449616195;15.53;8.56
1678;Sumatera;80.839;0.454451042;14.2;8.56
1679;Sumatera;47.455;0.289778988;13.26;8.56
1680;Sumatera;13.228;0.078447937;13.3;8.56
1681;Sumatera;11.318;0.060971559;14.47;8.56
1683;Sumatera;1.431;0.00427196;20.21;8.56
1687;Sumatera;19.949;0.095955531;15.88;8.56
1856;Sumatera;5.574;0.031318823;13.58;6.83
1861;Sumatera;2.203;0.012198569;12.89;6.83
2029;Sumatera;18.596;0.11716853;12.8;7.13
2030;Sumatera;2.452;0.010247735;16.61;7.13
2037;Sumatera;15.13;0.06686169;17.23;7.13
2046;Sumatera;9.477;0.046607424;15.58;7.13
2049;Sumatera;2.237;0.008550565;18.01;7.13
2050;Sumatera;9.686;0.043702748;16.74;7.13
2061;Sumatera;0.923;0.002922226;16.78;7.13
2071;Sumatera;37.087;0.198192718;14.77;7.13
2072;Sumatera;9.621;0.063335773;12.16;7.13
2073;Sumatera;1.233;0.004457855;16.41;7.13
2076;Sumatera;0.461;0;13.98;7.13
2079;Sumatera;73.756;0.297140829;19.06;7.13
2088;Sumatera;3.169;0.012392525;17.49;7.13
2091;Sumatera;1.015;0.004002213;15.09;7.13
2097;Sumatera;21.903;0.112384753;15.17;7.13
2100;Sumatera;20.797;0.11446718;14.31;7.13
2124;Sumatera;1.657;0.004824323;19.97;7.13
2152;Sumatera;1.859;0.007796422;16.22;6.83
2154;Sumatera;5.401;0.027311335;14.78;6.83
2155;Sumatera;15.451;0.086906236;13.77;6.83
2168;Sumatera;1.154;0.004768287;15.27;6.83
2177;Sumatera;1.898;0.006658679;18.69;6.83
2178;Sumatera;3.161;0.015956563;14.17;6.83
2181;Sumatera;1.77;0.006430054;16.8;6.83
2191;Sumatera;0.454;0;19.72;6.83
2208;Sumatera;0.573;0;16.55;6.83
2211;Sumatera;0.871;0.002211505;20.77;6.83
2224;Sumatera;1.308;0.005951962;14.43;6.83
2226;Sumatera;4.693;0.023760462;14.76;6.83
2236;Sumatera;10.076;0.05406285;14.03;6.83
2237;Sumatera;16.812;0.09853574;13.54;6.83
2238;Sumatera;1.872;0.00610646;20.13;6.83
2239;Sumatera;0.623;0;15.21;6.83
2247;Sumatera;1.582;0.007518829;13.22;6.83
2250;Sumatera;18.029;0.08727164;15.95;6.83
2251;Sumatera;4.438;0.02200328;14.69;6.83
2252;Sumatera;1.449;0.005322124;16.86;6.83
2258;Sumatera;1.442;0.006304969;14.48;6.83
2268;Sumatera;16.756;0.094144469;13.91;7.13
2269;Sumatera;2.151;0.009199732;15.86;7.13
2270;Sumatera;14.21;0.066950507;16.32;7.13
2278;Sumatera;15.936;0.082033282;15.06;7.13
2283;Sumatera;22.594;0.109586863;15.92;7.13
2285;Sumatera;0.384;0;15.83;7.13
2287;Sumatera;2.467;0.014437298;12.33;7.13
2289;Sumatera;4.954;0.025814816;14.37;7.13
2290;Sumatera;9.098;0.052383347;13.49;7.13
2293;Sumatera;0.615;0;14.98;7.13
2300;Sumatera;8.294;0.06291112;10.74;7.13
2301;Sumatera;28.847;0.140498825;16.05;7.13
2305;Sumatera;4.748;0.024353248;14.69;7.13
2311;Sumatera;27.96;0.137565253;15.7;6.83
2312;Sumatera;41.989;0.222201945;14.87;6.83
2313;Sumatera;0.752;0.002481663;15.67;6.83
2314;Sumatera;1.356;0.005593119;15.9;6.83
2329;Sumatera;3.189;0.01511448;15.02;7.13
2334;Sumatera;6.92;0.025638693;19.75;7.13
2348;Sumatera;0.57;0;14.3;7.13
2349;Sumatera;7.572;0.031341995;17.92;7.13
2350;Sumatera;2.374;0.01100883;15.07;7.13
2352;Sumatera;45.137;0.161842093;20.92;7.13
2359;Sumatera;5.306;0.028654534;13.61;7.13
2360;Sumatera;8.69;0.045703108;14.59;7.13
2367;Sumatera;3.308;0.012383495;18.14;7.13
2374;Sumatera;9.067;0.045843398;15.05;7.13
2376;Sumatera;48.311;0.21826636;17.03;7.13
2377;Sumatera;3;0.014758925;14.69;7.13
2378;Sumatera;17.03;0.083302095;15.75;7.13
2379;Sumatera;8.991;0.044456545;15.36;6.83
2380;Sumatera;0.385;0;18.52;6.83
2381;Sumatera;13.724;0.074603202;14.22;6.83
2382;Sumatera;0.749;0.002223103;17.17;6.83
2383;Sumatera;2.426;0.010010579;16.52;6.83
2384;Sumatera;2.62;0.008582395;20.58;6.83
2385;Sumatera;15.071;0.079406605;14.75;6.83
2390;Sumatera;3.847;0.014535612;18.48;6.83
2391;Sumatera;24.561;0.119972737;15.76;6.83
2392;Sumatera;4.437;0.021017828;15.25;6.83
2394;Sumatera;0.634;0;19.53;7.13
2412;Sumatera;12.168;0.065642348;14.52;7.13
2414;Sumatera;81.602;0.333383806;18.86;7.13
2417;Sumatera;1.171;0.00397106;17.81;7.13
2422;Sumatera;9.165;0.049480055;14.23;7.13
2427;Sumatera;23.07;0.13705148;13.39;7.13
2428;Sumatera;4.768;0.027677671;13.07;7.13
2429;Sumatera;1.479;0.006119884;14.96;7.13
2430;Sumatera;4.067;0.020348155;14.64;7.13
2436;Sumatera;5.71;0.020919943;19.67;7.13
2439;Sumatera;6.684;0.034605017;14.71;7.13
2442;Sumatera;1.46;0.005992673;15.12;7.13
2459;Sumatera;29.754;0.160731679;14.69;6.83
2462;Sumatera;80.772;0.375889885;16.87;6.83
2465;Sumatera;26.545;0.171491623;12.54;6.83
2466;Sumatera;74.112;0.347758631;16.77;6.83
2474;Sumatera;27.191;0.121948882;17.3;6.83
2477;Sumatera;4.771;0.027623606;13.13;6.83
2479;Sumatera;51.341;0.332857653;12.57;6.83
2480;Sumatera;97.555;0.670804526;12.04;6.83
2481;Sumatera;2.685;0.016982981;11.36;6.83
2482;Sumatera;0.512;0;13.42;6.83
2525;Sumatera;1.308;0.00414038;19.63;6.83
2526;Sumatera;3.778;0.014981359;18.01;6.83
2527;Sumatera;0.462;0;22.12;6.83
2534;Sumatera;4.08;0.018455778;16.08;6.83
2543;Sumatera;2.253;0.00875871;17.88;6.83
2581;Sumatera;1.181;0.004448429;16.2;9.43
2582;Sumatera;4.462;0.022461855;14.48;9.43
2583;Sumatera;0.924;0.003504912;14.39;9.43
2584;Sumatera;0.623;0;14.07;6.83
2585;Sumatera;9.036;0.047645854;14.51;6.83
2587;Sumatera;8.301;0.047395904;13.53;6.83
2588;Sumatera;30.962;0.171963488;14.34;6.83
2591;Sumatera;1.682;0.006753191;15.3;6.83
2642;Sumatera;6.312;0.031516911;14.85;6.83
2643;Sumatera;4.878;0.022864204;15.75;6.83
2644;Sumatera;3.769;0.018610988;14.79;6.83
2645;Sumatera;2.753;0.009780735;19;6.83
2647;Sumatera;2.395;0.007285856;21.54;6.83
2648;Sumatera;5.495;0.027687314;15.07;6.83
2649;Sumatera;24.055;0.147764658;13.27;6.83
2650;Sumatera;0.589;0;18.47;6.83
2652;Sumatera;3.553;0.017082187;15.36;6.83
2653;Sumatera;2.557;0.010089077;17.23;6.83
2654;Sumatera;2.274;0.008052059;19.25;6.83
2655;Sumatera;14.255;0.068481453;16.02;6.83
2656;Sumatera;6.403;0.027286989;17;6.83
2657;Sumatera;0.86;0.00312313;14.87;6.83
2660;Sumatera;19.603;0.097304594;15.83;6.83
2663;Sumatera;3.236;0.018234552;12.85;6.83
2666;Sumatera;5.974;0.023146272;18.84;6.83
2667;Sumatera;30.755;0.159728706;15.3;6.83
2670;Sumatera;1.694;0.00731352;14.4;6.83
2671;Sumatera;9.895;0.042157306;17.51;6.83
2672;Sumatera;5.355;0.025203069;15.2;6.83
2676;Sumatera;0.431;0;20.39;6.83
2678;Sumatera;0.505;0;15.8;6.83
2684;Sumatera;8.466;0.043470186;14.75;6.83
2820;Sumatera;0.432;0;15.42;7.13
2827;Sumatera;0.791;0.002665239;14.78;6.83
2839;Sumatera;0.408;0;18.72;6.83
2844;Sumatera;1.624;0.004660326;20.55;6.83
2880;Sumatera;0.838;0.002882281;14.75;9.43
2898;Sumatera;1.051;0.00304299;19.61;6.83
2902;Sumatera;3.117;0.01621003;13.99;6.83
2920;Sumatera;1.126;0.004418043;15.83;7.13
2931;Sumatera;0.693;0.00191868;15.46;7.13
2934;Sumatera;4.238;0.017242263;17.22;7.13
2944;Sumatera;1.77;0.007447609;14.87;7.13
2958;Sumatera;3.169;0.014517517;15.26;7.13
2959;Sumatera;0.706;0.001693677;17.14;7.13
2975;Sumatera;1.646;0.006916741;15.07;7.13
2976;Sumatera;2.343;0.011190657;14.68;7.13
3175;Sumatera;3.092;0.015801808;14.18;7.13
3176;Sumatera;0.596;0;19.91;7.13
3178;Sumatera;0.435;0;14.5;7.13
3180;Sumatera;1.398;0.005661686;15.57;7.13
3184;Sumatera;11.3;0.054812992;15.89;7.13
3185;Sumatera;0.492;0;15.44;7.13
3189;Sumatera;0.747;0.002098653;18.06;7.13
3190;Sumatera;36.266;0.168784395;16.64;7.13
3191;Sumatera;0.581;0;15.74;7.13
3194;Sumatera;1.735;0.005376298;19.36;7.13
3196;Sumatera;1.716;0.005582088;18.19;7.13
3197;Sumatera;15.939;0.074667069;16.34;7.13
3198;Sumatera;62.594;0.387090655;13.14;7.13
3199;Sumatera;0.598;0;17.59;7.13
3200;Sumatera;1.769;0.005567613;19.13;7.13
3203;Sumatera;2.702;0.010010923;18.7;7.13
3221;Sumatera;0.691;0.002303113;13.45;7.13
3222;Sumatera;32.946;0.164253723;15.64;7.13
3224;Sumatera;0.455;0;19.83;7.13
3225;Sumatera;2.263;0.01050383;15.27;7.13
3229;Sumatera;2.824;0.012383003;15.83;7.13
3230;Sumatera;21.476;0.105001669;15.78;7.13
3231;Sumatera;5.63;0.036127209;12.24;7.13
3232;Sumatera;63.144;0.31128764;15.9;7.13
3234;Sumatera;149.587;0.614639918;18.78;7.13
3240;Sumatera;18.798;0.107899964;13.77;7.13
3242;Sumatera;6.567;0.034174589;14.53;7.13
3244;Sumatera;6.084;0.032250806;14.39;7.13
3245;Sumatera;10.616;0.060720403;13.57;7.13
3249;Sumatera;1.006;0.003859183;15.63;7.13
3250;Sumatera;1.093;0.004518415;14.93;7.13
3251;Sumatera;10.072;0.055066679;13.79;7.13
3261;Sumatera;7.966;0.042226845;14.42;7.13
3262;Sumatera;6.679;0.036014708;14.23;7.13
3263;Sumatera;0.538;0;14.66;7.13
3264;Sumatera;30.34;0.13011124;17.74;7.13
3271;Sumatera;39.682;0.212213873;14.74;7.13
3277;Sumatera;14.632;0.056161113;19.43;7.13
3279;Sumatera;3.746;0.018719212;14.66;7.13
3280;Sumatera;70.453;0.395896558;14.2;7.13
3281;Sumatera;11.258;0.061815808;14.29;7.13
3288;Sumatera;6.098;0.028997355;15.85;7.13
3289;Sumatera;10.563;0.053433459;15.12;7.13
3291;Sumatera;43.119;0.191359685;17.34;7.13
3399;Sumatera;7.824;0.026322329;21.66;7.13
3788;Sumatera;16.234;0.058642239;20.65;9.43
3847;Sumatera;3.505;0.013286944;18.94;12.58
3882;Sumatera;1.345;0.004127017;19.86;10.6
3901;Sumatera;0.736;0.001754299;18.41;10.6
3911;Sumatera;8.273;0.029496117;20.12;10.6
3969;Sumatera;1.809;0.005393791;19.82;10.6
3970;Sumatera;3.067;0.010577669;19.94;10.6
3985;Sumatera;0.559;0;19.79;10.6
3986;Sumatera;1.583;0.004788771;19.51;10.6
4103;Sumatera;0.673;0.001811132;15.49;7.13
4105;Sumatera;17.296;0.076089387;17.33;6.83
4108;Sumatera;1.744;0.00648541;16.44;7.13
4109;Sumatera;4.087;0.019956184;15.08;7.13
4118;Sumatera;30.348;0.189635045;12.9;7.13
4121;Sumatera;0.347;0;18.22;7.13
4122;Sumatera;92.45;0.4791204;15.29;7.13
4127;Sumatera;0.622;0;12.27;7.13
4128;Sumatera;7.624;0.036904114;15.77;7.13
4130;Sumatera;6.394;0.02460616;18.63;7.13
4132;Sumatera;29.297;0.158626552;14.55;7.13
4135;Sumatera;89.778;0.408767442;17.09;7.13
4143;Sumatera;6.896;0.034326674;15.3;6.83
4144;Sumatera;3.465;0.014047903;17.96;6.83
4145;Sumatera;16.679;0.100208124;13.2;6.83
4146;Sumatera;3.287;0.014588824;15.76;6.83
4148;Sumatera;2.225;0.010935803;14.28;6.83
4149;Sumatera;37.075;0.182496694;15.9;6.83
4159;Sumatera;0.69;0.002604588;12.16;6.83
4173;Sumatera;3.142;0.015959883;14.11;6.83
4174;Sumatera;32.421;0.219859447;12.14;6.83
4175;Sumatera;34.364;0.196020126;14.02;6.83
4176;Sumatera;0.762;0.002079723;18.32;7.13
4179;Sumatera;51.303;0.192142477;20.31;6.83
